heart_rate,emotion,symptoms,disease,risk,specialist
60,neutral,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
150,surprise,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
84,neutral,joint swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
64,sad,sadness loss of interest fatigue changes,Depression,Medium,Psychiatrist
124,sad,chest pain radiating to arm shortness of,Angina,High,Cardiologist
62,sad,jaundice fatigue abdominal pain urine,Hepatitis,Low,Gastroenterologist
61,neutral,fever headache abdominal diarrhea,Typhoid,Low,Infectious Disease Specialist
90,sad,blackheads whiteheads oily skin,Acne,Low,Dermatologist
110,neutral,fever cough loss of shortness of breath,COVID-19,High,General Physician
82,neutral,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
68,sad,fever cough fatigue,Flu,Low,General Physician
81,neutral,joint pain stiffness swelling,Arthritis,Low,Orthopedic
60,neutral,sore throat fever swollen lymph nodes,Strep Throat,Low,ENT Specialist
74,neutral,chest pain fever cough,Pericarditis,Low,Cardiologist
85,sad,cough mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
61,sad,hand numbness weakness,Carpal Tunnel Syndrome,Low,Orthopedic
72,neutral,joint pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
67,sad,ear fever hearing loss,Otitis Media,Low,ENT Specialist
65,sad,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
61,neutral,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
75,neutral,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
67,neutral,pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
78,neutral,seizures confusion temporary loss of awareness,Epilepsy,Low,Neurologist
83,sad,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
89,sad,chronic shortness of breath wheezing,COPD,Low,Pulmonologist
63,sad,pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
80,neutral,chronic cough shortness breath wheezing,COPD,Low,Pulmonologist
102,fear,weight loss anxiety rapid heartbeat intolerance,Hyperthyroidism,Medium,Endocrinologist
58,neutral,sadness loss of interest sleep changes,Depression,Medium,Psychiatrist
67,sad,frequent urination excessive thirst weight,Diabetes Type 1,Low,Endocrinologist
67,neutral,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
116,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
115,fear,cough chest tightness wheezing,Asthma,High,Pulmonologist
89,neutral,fever cough,Flu,Low,General Physician
123,fear,palpitations chest pain,Arrhythmia,High,Cardiologist
79,neutral,pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
74,angry,severe headache nausea sensitivity light,Migraine,Medium,Neurologist
82,sad,seizures confusion temporary of awareness,Epilepsy,Low,Neurologist
88,sad,hand numbness weakness,Carpal Tunnel Syndrome,Low,Orthopedic
132,fear,palpitations dizziness chest pain,Arrhythmia,High,Cardiologist
68,sad,joint pain stiffness,Arthritis,Low,Orthopedic
70,sad,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
86,sad,severe nausea sensitivity to light,Migraine,Medium,Neurologist
98,sad,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
94,sad,cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
84,neutral,jaundice fatigue abdominal pain urine,Hepatitis,Low,Gastroenterologist
89,sad,pimples blackheads whiteheads oily,Acne,Low,Dermatologist
73,neutral,back pain numbness,Slip Disc,Low,Orthopedic
84,sad,chest fever cough,Pericarditis,Low,Cardiologist
117,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
112,fear,chest pain radiating to arm shortness breath,Angina,High,Cardiologist
70,sad,cough fever sweats weight loss,Tuberculosis,Low,Pulmonologist
87,neutral,blackheads whiteheads oily skin,Acne,Low,Dermatologist
141,neutral,palpitations dizziness pain,Arrhythmia,High,Cardiologist
90,sad,abdominal pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
82,neutral,back pain numbness legs,Slip Disc,Low,Orthopedic
103,fear,abdominal pain nausea loss of appetite,Appendicitis,Critical,Surgeon
102,fear,pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
86,neutral,redness dry skin rash,Eczema,Low,Dermatologist
80,neutral,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
90,sad,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
78,neutral,joint stiffness swelling,Osteoarthritis,Low,Orthopedic
82,sad,cough mucus production wheezing discomfort,Bronchitis,Low,Pulmonologist
58,neutral,fatigue weight gain depression cold,Hypothyroidism,Low,Endocrinologist
88,neutral,cough fever night sweats weight,Tuberculosis,Low,Pulmonologist
75,neutral,headache stiff neck fever,Meningitis,Low,Neurologist
74,sad,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
81,sad,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
77,sad,joint pain stiffness,Osteoarthritis,Low,Orthopedic
73,sad,pain fever cough,Pericarditis,Low,Cardiologist
107,angry,headache blurred dizziness,Hypertension,Medium,Neurologist
72,neutral,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
77,sad,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
51,sad,fatigue weight depression cold intolerance,Hypothyroidism,Low,Endocrinologist
116,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
87,sad,pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
67,neutral,red eyes itching,Conjunctivitis,Low,Ophthalmologist
123,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
73,neutral,cough mucus production wheezing discomfort,Bronchitis,Low,Pulmonologist
74,sad,joint pain swelling,Arthritis,Low,Orthopedic
89,sad,back pain numbness legs,Slip Disc,Low,Orthopedic
106,sad,chest pain palpitations dizziness,Heart Failure,High,Cardiologist
67,sad,abdominal diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
79,neutral,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
69,neutral,skin rash itching allergy,Allergy,Low,Dermatologist
86,neutral,red eyes itching,Conjunctivitis,Low,Ophthalmologist
129,surprise,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
57,sad,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
84,sad,stomach pain nausea bloating,Gastritis,Low,Gastroenterologist
61,sad,pain stiffness swelling,Osteoarthritis,Low,Orthopedic
95,surprise,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
146,sad,chest pain shortness breath sweating,Heart Attack,Critical,Cardiologist
87,sad,fever headache abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
71,sad,jaundice abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
81,neutral,fever headache body pain,Dengue,Low,General Physician
77,sad,red patches silvery itching,Psoriasis,Low,Dermatologist
82,sad,acid reflux chest pain,GERD,Low,Gastroenterologist
84,sad,hand numbness weakness,Carpal Tunnel Syndrome,Low,Orthopedic
64,sad,red eyes itching,Conjunctivitis,Low,Ophthalmologist
74,neutral,headache stiff neck fever,Meningitis,Low,Neurologist
67,neutral,chest pain cough,Pericarditis,Low,Cardiologist
79,sad,redness dry skin rash,Eczema,Low,Dermatologist
77,neutral,abdominal pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
57,neutral,fatigue gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
79,disgust,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
80,sad,sore throat fever swollen lymph nodes,Strep Throat,Low,ENT Specialist
122,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
79,neutral,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
106,neutral,fever cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
78,sad,itching redness dry skin rash,Eczema,Low,Dermatologist
119,sad,chest pain shortness breath sweating,Heart Attack,Critical,Cardiologist
74,fear,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
74,sad,stomach vomiting nausea,Food Poisoning,Low,Gastroenterologist
101,sad,chest tightness wheezing,Asthma,High,Pulmonologist
100,fear,weight loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
79,sad,cough mucus production wheezing discomfort,Bronchitis,Low,Pulmonologist
86,sad,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
73,neutral,joint pain morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
66,sad,abdominal pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
85,neutral,blurred vision frequent urination,Diabetes Type 2,Low,Endocrinologist
90,neutral,headache blurred vision dizziness,Hypertension,Medium,Neurologist
78,sad,jaundice fatigue abdominal pain dark,Hepatitis,Low,Gastroenterologist
73,neutral,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
106,sad,excessive worry fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
85,neutral,joint pain swelling,Arthritis,Low,Orthopedic
87,sad,abdominal pain diarrhea loss,Crohn's Disease,Low,Gastroenterologist
118,sad,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
109,fear,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
68,neutral,heartburn acid reflux chest,GERD,Low,Gastroenterologist
69,neutral,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
112,fear,cough chest tightness wheezing,Asthma,High,Pulmonologist
75,neutral,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
77,sad,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
72,neutral,headache neck fever,Meningitis,Low,Neurologist
64,sad,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
102,fear,chest pain to arm shortness of breath,Angina,High,Cardiologist
113,fear,weight loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
90,neutral,pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
68,sad,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
84,sad,fever body pain,Dengue,Low,General Physician
88,neutral,pimples whiteheads oily skin,Acne,Low,Dermatologist
62,neutral,pimples whiteheads oily skin,Acne,Low,Dermatologist
85,sad,fever body pain,Dengue,Low,General Physician
75,sad,red eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
53,sad,sadness loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
62,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
74,sad,joint pain stiffness swelling,Arthritis,Low,Orthopedic
77,sad,abdominal pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
89,sad,joint pain rash,Lyme Disease,Low,Infectious Disease Specialist
106,sad,pain radiating to arm shortness of breath,Angina,High,Cardiologist
125,fear,chest palpitations dizziness,Heart Failure,High,Cardiologist
63,sad,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
65,sad,seizures confusion temporary loss of awareness,Epilepsy,Low,Neurologist
103,sad,cough tightness wheezing,Asthma,High,Pulmonologist
89,sad,stomach pain nausea,Food Poisoning,Low,Gastroenterologist
60,neutral,frequent urination thirst weight loss,Diabetes Type 1,Low,Endocrinologist
69,neutral,sadness loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
69,sad,abdominal pain bloating diarrhea,Irritable Bowel Syndrome,Low,Gastroenterologist
66,neutral,rash itching allergy,Allergy,Low,Dermatologist
60,surprise,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
63,sad,fever headache abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
88,sad,fever headache body pain,Dengue,Low,General Physician
95,neutral,fever cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
78,sad,chronic cough shortness breath wheezing,COPD,Low,Pulmonologist
90,sad,numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
66,neutral,joint pain morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
97,sad,chest tightness wheezing,Asthma,High,Pulmonologist
64,sad,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
65,angry,severe headache nausea to light,Migraine,Medium,Neurologist
121,fear,chest pain shortness of breath,Heart Attack,Critical,Cardiologist
63,neutral,jaundice fatigue abdominal pain dark,Hepatitis,Low,Gastroenterologist
73,neutral,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
84,neutral,joint stiffness swelling,Arthritis,Low,Orthopedic
79,sad,skin rash itching allergy,Allergy,Low,Dermatologist
62,surprise,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
66,neutral,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
70,sad,joint pain stiffness swelling,Arthritis,Low,Orthopedic
70,sad,joint pain swelling,Osteoarthritis,Low,Orthopedic
69,sad,stomach pain nausea,Food Poisoning,Low,Gastroenterologist
70,sad,frequent urination excessive thirst weight loss,Diabetes Type 1,Low,Endocrinologist
71,neutral,cough mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
69,neutral,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
74,sad,ear pain hearing loss,Otitis Media,Low,ENT Specialist
86,sad,fever cough loss taste shortness of breath,COVID-19,High,General Physician
75,neutral,headache stiff neck fever,Meningitis,Low,Neurologist
72,neutral,sadness loss of interest fatigue changes,Depression,Medium,Psychiatrist
78,sad,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
88,sad,joint pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
70,neutral,fever chills sweating headache,Malaria,Low,Infectious Disease Specialist
127,fear,chest pain radiating to arm shortness breath,Angina,High,Cardiologist
60,sad,numbness weakness problems fatigue,Multiple Sclerosis,Low,Neurologist
63,sad,hand numbness weakness,Carpal Tunnel Syndrome,Low,Orthopedic
71,sad,pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
73,neutral,joint stiffness swelling,Osteoarthritis,Low,Orthopedic
61,neutral,sadness loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
62,neutral,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
80,sad,joint fever rash,Lyme Disease,Low,Infectious Disease Specialist
68,neutral,abdominal pain bloating constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
62,sad,ear pain fever hearing,Otitis Media,Low,ENT Specialist
70,neutral,chest pain fever cough,Pericarditis,Low,Cardiologist
72,neutral,chills sweating headache,Malaria,Low,Infectious Disease Specialist
68,sad,headache neck fever,Meningitis,Low,Neurologist
83,neutral,fever abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
81,sad,abdominal pain diarrhea in stool,Ulcerative Colitis,Low,Gastroenterologist
74,neutral,jaundice abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
96,fear,facial drooping weakness speech difficulty,Stroke,Critical,Neurologist
66,sad,joint pain swelling,Arthritis,Low,Orthopedic
98,sad,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
65,neutral,pain numbness legs,Slip Disc,Low,Orthopedic
83,neutral,pain fever hearing loss,Otitis Media,Low,ENT Specialist
83,sad,numbness weakness vision fatigue,Multiple Sclerosis,Low,Neurologist
64,sad,red eyes discharge,Conjunctivitis,Low,Ophthalmologist
73,sad,itching redness dry skin rash,Eczema,Low,Dermatologist
64,neutral,stomach pain nausea bloating,Gastritis,Low,Gastroenterologist
70,neutral,pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
67,neutral,pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
62,sad,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
63,neutral,back pain numbness legs,Slip Disc,Low,Orthopedic
64,sad,redness dry skin rash,Eczema,Low,Dermatologist
